ticker,name,description,target_entry,target_exit
MGTX,MeiraGTx Holdings plc - Ordinary Shares,Other,,
MIST,Milestone Pharmaceuticals Inc. - Common Shares,Other,,
MITK,"Mitek Systems, Inc. - Common Stock",Other,,
MLKN,"MillerKnoll, Inc. - Common Stock",Other,,
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,Other,,
MNKD,MannKind Corporation - Common Stock,Other,,
MNRO,"Monro, Inc.  - Common Stock",Other,,
MNTK,"Montauk Renewables, Inc. - Common Stock",Other,,
MNTS,Momentus Inc. - Class A Common Stock,Other,,
MPLT,"MapLight Therapeutics, Inc. - Common Stock",Other,,
MQ,"Marqeta, Inc. - Class A Common Stock",Other,,
MRAM,"Everspin Technologies, Inc. - Common Stock",Other,,
MRLN,"Merlin, Inc. - Common Stock",Other,,
MRTN,"Marten Transport, Ltd. - Common Stock",Other,,
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Other,,
MTRX,Matrix Service Company - Common Stock,Other,,
MVST,"Microvast Holdings, Inc. - Common Stock",Other,,
MXCT,"MaxCyte, Inc. - Common Stock",Other,,
MYGN,"Myriad Genetics, Inc. - Common Stock",Other,,
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",Other,,
NAGE,"Niagen Bioscience, Inc. - Common Stock",Other,,
NAKA,Nakamoto Inc. - Common Stock,Other,,
NAMM,Namib Minerals - Ordinary Shares,Other,,
NAUT,"Nautilus Biotechnology, Inc. - Common Stock",Other,,
NAVI,Navient Corporation - Common Stock,Other,,
NB,NioCorp Developments Ltd. - Common Stock,Other,,
NBBK,"NB Bancorp, Inc. - Common Stock",Other,,
NCMI,"National CineMedia, Inc. - Common Stock",Other,,
NEO,"NeoGenomics, Inc. - Common Stock",Other,,
NEOV,NeoVolta Inc. - Common Stock,Other,,
NERV,"Minerva Neurosciences, Inc - Common Stock",Other,,
NEWT,"NewtekOne, Inc. - Common Stock",Other,,
NEXN,Nexxen International Ltd. - Ordinary Shares,Other,,
NEXT,NextDecade Corporation - Common Stock,Other,,
NGEN,NervGen Pharma Corp. - Common stock,Other,,
NGNE,Neurogene Inc. - Common Stock,Other,,
NHP,"National Healthcare Properties, Inc. - Class A Common Stock",Other,,
NKLR,Terra Innovatum Global N.V. - Ordinary shares,Other,,
NKTX,"Nkarta, Inc. - Common Stock",Other,,
NMAD,"Nomad Power Solutions, Inc. - Common Stock",Other,,
NMFC,New Mountain Finance Corporation - Common Stock,Other,,
NMRA,"Neumora Therapeutics, Inc. - Common Stock",Other,,
NN,NextNav Inc. - Common stock,Other,,
NNBR,"NN, Inc. - Common Stock",Other,,
NNE,Nano Nuclear Energy Inc. - common stock,Other,,
NNOX,NANO-X IMAGING LTD - Ordinary Shares,Other,,
NPT,Texxon Holding Limited - Ordinary shares,Other,,
NRDS,"NerdWallet, Inc. - Class A Common Stock",Other,,
NRXP,"NRX Pharmaceuticals, Inc. - Common Stock",Other,,
NSLR,Neostellar Capital Corp. - Closed End Fund,Other,,
NSSC,"NAPCO Security Technologies, Inc. - Common Stock",Other,,
NTGR,"NETGEAR, Inc. - Common Stock",Other,,
NUAI,"New Era Energy & Digital, Inc. - Common Stock",Other,,
NUCL,Eagle Nuclear Energy Corp. - Common stock,Other,,
NVCR,NovoCure Limited - Ordinary Shares,Other,,
NVCT,"Nuvectis Pharma, Inc. - Common Stock",Other,,
NYXH,Nyxoah SA - Ordinary Shares,Other,,
OABI,"OmniAb, Inc. - Common Stock",Other,,
OBIO,"Orchestra BioMed Holdings, Inc. - Ordinary Shares",Other,,
OCC,Optical Cable Corporation - Common Stock,Other,,
OCCI,"OFS Credit Company, Inc. - Closed End Fund",Other,,
OCFC,OceanFirst Financial Corp. - Common Stock,Other,,
OCS,Oculis Holding AG - Ordinary shares,Other,,
OCSL,Oaktree Specialty Lending Corporation - Closed End Fund,Other,,
OCUL,"Ocular Therapeutix, Inc. - Common Stock",Other,,
ODD,ODDITY Tech Ltd. - Class A Ordinary Shares,Other,,
ODYS,Odysight.ai Inc. - Common Stock,Other,,
OFIX,Orthofix Medical Inc.  - Common Stock,Other,,
OKUR,"OnKure Therapeutics, Inc. - Class A Common Stock",Other,,
OLMA,"Olema Pharmaceuticals, Inc. - Common Stock",Other,,
OM,"Outset Medical, Inc. - Common Stock",Other,,
OMCL,"Omnicell, Inc. - Common Stock",Other,,
OMDA,"Omada Health, Inc. - Common Stock",Other,,
OMER,Omeros Corporation - Common Stock,Other,,
ONCY,Oncolytics Biotech Inc. - Common Stock,Other,,
OPAL,OPAL Fuels Inc. - Class A Common Stock,Other,,
OPRT,Oportun Financial Corporation - common stock,Other,,
OPRX,OptimizeRx Corporation - Common Stock,Other,,
OPTX,"Syntec Optics Holdings, Inc. - Class A Common Stock",Other,,
ORBS,Eightco Holdings Inc. - Common Stock,Other,,
ORIC,"Oric Pharmaceuticals, Inc. - Common Stock",Other,,
ORMP,Oramed Pharmaceuticals Inc. - Common Stock,Other,,
OSBC,"Old Second Bancorp, Inc. - Common Stock",Other,,
OSPN,OneSpan Inc. - Common Stock,Other,,
OSS,"One Stop Systems, Inc. - Common Stock",Other,,
OSUR,"OraSure Technologies, Inc. - Common Stock",Other,,
OVID,Ovid Therapeutics Inc. - Common Stock,Other,,
OXLC,Oxford Lane Capital Corp. - Closed End Fund,Other,,
OXSQ,Oxford Square Capital Corp. - Closed End Fund,Other,,
PACB,"Pacific Biosciences of California, Inc. - Common Stock",Other,,
PAHC,Phibro Animal Health Corporation - Class A Common Stock,Other,,
PAL,"Proficient Auto Logistics, Inc. - Common Stock",Other,,
PALI,"Palisade Bio, Inc. - Common Stock",Other,,
PANL,Pangaea Logistics Solutions Ltd. - Common Stock,Other,,
PAX,Patria Investments Limited - Class A Common Shares,Other,,
PAYS,"Paysign, Inc. - Common Stock",Other,,
PBYI,Puma Biotechnology Inc - Common Stock,Other,,
PCRX,"Pacira BioSciences, Inc. - Common Stock",Other,,
PCT,"PureCycle Technologies, Inc. - Common stock",Other,,
PDFS,"PDF Solutions, Inc. - Common Stock",Other,,
PDYN,Palladyne AI Corp. - Common stock,Other,,
PEBO,Peoples Bancorp Inc. - Common Stock,Other,,
PEPG,PepGen Inc. - Common Stock,Other,,
PERI,Perion Network Ltd - Ordinary Shares,Other,,
PESI,"Perma-Fix Environmental Services, Inc. - Common Stock",Other,,
PGY,Pagaya Technologies Ltd. - Class A Ordinary Shares,Other,,
PHAT,"Phathom Pharmaceuticals, Inc. - Common Stock",Other,,
PICS,PicS N.V. - Class A Common Shares,Other,,
PLAB,"Photronics, Inc. - Common Stock",Other,,
PLAY,"Dave & Buster's Entertainment, Inc. - Common Stock",Other,,
PLBY,"Playboy, Inc. - Common Stock",Other,,
PLCE,"Children's Place, Inc. (The) - Common Stock",Other,,
PLRX,"Pliant Therapeutics, Inc. - Common Stock",Other,,
PLTK,Playtika Holding Corp. - Common Stock,Other,,
PLYX,"Polaryx Therapeutics, Inc. - Common Stock",Other,,
PMVP,"PMV Pharmaceuticals, Inc. - Common Stock",Other,,
PN,PN Smart Energy Limited - Class A Ordinary Shares,Other,,
PNBK,Patriot National Bancorp Inc. - Common Stock,Other,,
PNTG,"The Pennant Group, Inc. - Common Stock",Other,,
POET,POET Technologies Inc. - Common Shares,Other,,
POWW,Outdoor Holding Company - Common Stock,Other,,
PRAA,"PRA Group, Inc. - Common Stock",Other,,
PRCH,"Porch Group, Inc. - Common Stock",Other,,
PRCT,PROCEPT BioRobotics Corporation - Common Stock,Other,,
PRDO,Perdoceo Education Corporation - Common Stock,Other,,
PRE,Prenetics Global Limited - Class A Ordinary Share,Other,,
PRGS,Progress Software Corporation - Common Stock,Other,,
PRLD,Prelude Therapeutics Incorporated - Common Stock,Other,,
PRME,"Prime Medicine, Inc. - Common Stock",Other,,
PROK,ProKidney Corp. - Class A Ordinary Shares,Other,,
PROP,Prairie Operating Co. - Common Stock,Other,,
PRQR,ProQR Therapeutics N.V. - Ordinary Shares,Other,,
PRTA,Prothena Corporation plc - Ordinary Shares,Other,,
PRTH,"Priority Technology Holdings, Inc. - Common Stock",Other,,
PSEC,Prospect Capital Corporation - Closed End Fund,Other,,
PSIX,"Power Solutions International, Inc. - Common Stock",Other,,
PTLO,Portillo's Inc. - Class A Common Stock,Other,,
PUBM,"PubMatic, Inc. - Class A Common Stock",Other,,
PURR,Hyperliquid Strategies Inc - Common Stock,Other,,
PUSA,Aureus Greenway Holdings Inc. - Common Stock,Other,,
PWP,Perella Weinberg Partners - Class A Common Stock,Other,,
PYPD,PolyPid Ltd. - Ordinary Shares,Other,,
PYXS,"Pyxis Oncology, Inc. - Common Stock",Other,,
PZZA,"Papa John's International, Inc. - Common Stock",Other,,
QMCO,Quantum Corporation - Common Stock,Other,,
QNST,"QuinStreet, Inc. - Common Stock",Other,,
QSI,Quantum-Si Incorporated - Class A Common Stock,Other,,
QTEX,QTREX Quantum Ltd. - Ordinary Shares,Other,,
QTRX,Quanterix Corporation - Common Stock,Other,,
QTTB,Q32 Bio Inc. - Common Stock,Other,,
QUIK,QuickLogic Corporation - Common Stock,Other,,
RAIL,"Freightcar America, Inc. - Common Stock",Other,,
RANI,"Rani Therapeutics Holdings, Inc. - Class A Common Stock",Other,,
RAPP,"Rapport Therapeutics, Inc. - Common Stock",Other,,
RBBN,Ribbon Communications Inc.  - Common Stock,Other,,
RCAT,"Red Cat Holdings, Inc. - Common Stock",Other,,
RCEL,"Avita Medical, Inc. - Common Stock",Other,,
RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",Other,,
RDCM,Radcom Ltd. - Ordinary Shares,Other,,
RDWR,Radware Ltd. - Ordinary Shares,Other,,
RDZN,"Roadzen, Inc. - Ordinary Shares",Other,,
REAL,"The RealReal, Inc. - Common Stock",Other,,
REAX,"The Real Brokerage, Inc. - Common Shares",Other,,
REKR,"Rekor Systems, Inc. - Common Stock",Other,,
RELL,"Richardson Electronics, Ltd. - Common Stock",Other,,
REPL,"Replimune Group, Inc. - Common Stock",Other,,
RFIL,"RF Industries, Ltd. - Common Stock",Other,,
RGNX,REGENXBIO Inc. - Common Stock,Other,,
RGP,"Resources Connection, Inc. - Common Stock",Other,,
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",Other,,
RILY,"BRC Group Holdings, Inc. - Common Stock",Other,,
RLMD,"Relmada Therapeutics, Inc. - Common Stock",Other,,
RLYB,Rallybio Corporation - Common Stock,Other,,
RMIX,"Suncrete, Inc. - Class A Common Stock",Other,,
RMNI,"Rimini Street, Inc. - Common Stock",Other,,
RNA,"Atrium Therapeutics, Inc. - Common Stock",Other,,
RNAC,"Cartesian Therapeutics, Inc. - Common Stock",Other,,
RNTX,"Rein Therapeutics, Inc. - Common Stock",Other,,
ROCK,"Gibraltar Industries, Inc. - Common Stock",Other,,
RPAY,Repay Holdings Corporation - Class A Common Stock,Other,,
RR,Richtech Robotics Inc. - Class B Common Stock,Other,,
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",Other,,
RUM,RUM Group Inc. - Class A Common Stock,Other,,
RWAY,Runway Growth Finance Corp. - Common Stock,Other,,
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",Other,,
RXST,"RxSight, Inc. - Common Stock",Other,,
RXT,"Rackspace Technology, Inc. - Common Stock",Other,,
RYOJ,"rYojbaba Co., Ltd. - Common Shares",Other,,
RZLT,"Rezolute, Inc. - Common Stock (NV)",Other,,
SABR,Sabre Corporation - Common Stock,Other,,
SABS,"SAB Biotherapeutics, Inc. - Common Stock",Other,,
SANA,"Sana Biotechnology, Inc. - Common Stock",Other,,
SATL,Satellogic Inc. - Class A Common Stock,Other,,
SBGI,"Sinclair, Inc. - Class A Common Stock",Other,,
SCHL,Scholastic Corporation - Common Stock,Other,,
SCZM,Santacruz Silver Mining Ltd. - Common Shares,Other,,
SDA,SunCar Technology Group Inc. - Ordinary Shares,Other,,
SDGR,"Schrodinger, Inc. - Common Stock",Other,,
SEER,"Seer, Inc. - Class A Common Stock",Other,,
SEPN,"Septerna, Inc. - Common Stock",Other,,
SERV,Serve Robotics Inc. - Common Stock,Other,,
SEV,Aptera Motors Corp. - Class B Common Stock,Other,,
SFIX,"Stitch Fix, Inc. - Class A Common Stock",Other,,
SGML,Sigma Lithium Corporation - common shares,Other,,
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,Other,,
SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",Other,,
SHBI,"Shore Bancshares, Inc. - Common Stock",Other,,
SHEN,Shenandoah Telecommunications Co - Common Stock,Other,,
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",Other,,
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,Other,,
SHOE,"Shoe Station Group, Inc. - Common Stock",Other,,
SIBN,"SI-BONE, Inc. - Common Stock",Other,,
SIDU,"Sidus Space, Inc. - Class A Common Stock",Other,,
SIGA,SIGA Technologies Inc. - Common Stock,Other,,
SKIN,SkinHealth Systems Inc. - Class A Common Stock,Other,,
SKYA,"SkyAI, Inc. - Common Stock",Other,,
SKYT,"SkyWater Technology, Inc. - Common Stock",Other,,
SKYX,SKYX Platforms Corp. - Common Stock,Other,,
SLBT,SL Science Holding Limited - Ordinary Shares,Other,,
SLDB,Solid Biosciences Inc. - Common Stock,Other,,
SLDP,"Solid Power, Inc. - Class A Common Stock",Other,,
SLN,Silence Therapeutics Plc - American Depository Share,Other,,
SLNH,"Soluna Holdings, Inc. - Common Stock",Other,,
SLP,"Simulations Plus, Inc. - Common Stock",Other,,
SLRC,SLR Investment Corp. - Closed End Fund,Other,,
SMPL,The Simply Good Foods Company - Common Stock,Other,,
SND,"Smart Sand, Inc. - Common Stock",Other,,
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",Other,,
SNWV,"SANUWAVE Health, Inc. - Common Stock",Other,,
SONO,"Sonos, Inc. - Common Stock",Other,,
SOPH,SOPHiA GENETICS SA - Ordinary Shares,Other,,
SOWG,Sow Good Inc. - Common Stock,Other,,
SPAI,Safe Pro Group Inc. - Common Stock,Other,,
SPRO,"Spero Therapeutics, Inc. - Common Stock",Other,,
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",Other,,
SPT,"Sprout Social, Inc - Class A Common Stock",Other,,
SPTX,"Seaport Therapeutics, Inc. - Common Stock",Other,,
SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",Other,,
SSP,E.W. Scripps Company (The) - Class A Common Stock,Other,,
SSYS,"Stratasys, Ltd. - Common Stock",Other,,
STAA,STAAR Surgical Company - Common Stock,Other,,
STEX,Streamex Corp. - Common Stock,Other,,
STI,"Solidion Technology, Inc. - Common Stock",Other,,
STIM,"Neuronetics, Inc. - Common Stock",Other,,
STOK,"Stoke Therapeutics, Inc. - Common Stock",Other,,
STRO,"Sutro Biopharma, Inc. - Common Stock",Other,,
STTK,"Shattuck Labs, Inc. - Common Stock",Other,,
SUIG,Sui Group Holdings Limited - Common Stock,Other,,
SUPX,SuperX AI Technology Limited - Ordinary Shares,Other,,
SVC,Service Properties Trust - Common Shares of Beneficial Interest,Other,,
SVCO,"Silvaco Group, Inc. - Common Stock",Other,,
SVRA,"Savara, Inc. - Common Stock",Other,,
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",Other,,
SWIM,"Latham Group, Inc. - Common Stock",Other,,
SWMR,"Swarmer, Inc - common stock",Other,,
SY,So-Young International Inc. - American Depository Shares,Other,,
TARA,"Protara Therapeutics, Inc.  - Common Stock",Other,,
TASK,"TaskUs, Inc. - Class A Common Stock",Other,,
TATT,TAT Technologies Ltd. - Ordinary Shares,Other,,
TBCH,Turtle Beach Corporation - Common Stock,Other,,
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",Other,,
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,Other,,
